id,ord_date,shop_lat,shop_lon,dlv_lat,dlv_lon,cook_time,capacity_bike
1,2024-06-01 13:59:15,35.99337843853281,125.98683353191878,35.99658120853281,125.98249257191878,15,0.31
2,2024-06-01 13:59:30,35.98812975853281,126.02630230191878,35.98741875853281,126.02363319191878,20,0.18
3,2024-06-01 13:59:34,35.98937987853281,126.04124535191877,35.99436140853281,126.03406728191878,15,0.27
4,2024-06-01 13:59:36,35.99312893853281,126.01308114191878,35.99481399853281,126.01239562191877,25,0.17
5,2024-06-01 13:59:41,35.995822628532814,125.98813889191878,35.99625583853281,125.99220760191878,15,0.16
6,2024-06-01 13:59:56,35.99196242853281,126.01402553191878,35.99489136853281,126.01361248191878,15,0.21
7,2024-06-01 14:00:03,36.02634682853281,125.98624932191878,36.01654511853281,125.98064549191878,15,0.26
8,2024-06-01 14:00:04,35.99021279853281,126.02346917191878,35.98520073853281,126.02406889191877,10,0.3
9,2024-06-01 14:00:07,35.98882326853281,125.97858440191878,35.99155634853281,125.98105760191878,10,0.31
10,2024-06-01 14:00:17,36.016515008532814,126.00749766191878,36.01898607853281,126.01409865191877,15,0.33
11,2024-06-01 14:00:32,36.00032231853281,126.00033210191877,35.99543141853281,125.99463813191878,15,0.26
12,2024-06-01 14:00:36,35.99515602853281,125.98744453191878,36.00223234853281,125.98958418191877,15,0.17
13,2024-06-01 14:00:38,36.00190520853281,125.98552785191877,36.00049503853281,125.98594182191877,15,0.16
14,2024-06-01 14:00:39,35.99909980853281,125.97611212191877,35.98665470853281,125.97542459191878,5,0.28
15,2024-06-01 14:00:45,35.99679452853281,125.97655659191878,35.99763130853281,125.97083230191878,15,0.15
16,2024-06-01 14:00:55,35.98379634853281,125.99391648191877,35.99001575853281,125.99367426191878,15,0.18
17,2024-06-01 14:00:55,35.99365669853281,126.01541425191878,35.98602700853281,126.02192999191878,15,0.27
18,2024-06-01 14:00:55,35.99012902853281,125.99858255191877,35.98479766853281,126.00275311191878,15,0.24
19,2024-06-01 14:00:59,35.99798894853281,125.98283376191878,35.99918179853281,125.98313077191878,15,0.16
20,2024-06-01 14:01:04,35.98126892853281,125.99766621191878,35.98927782853281,125.99882400191878,15,0.33
21,2024-06-01 14:01:13,35.99393444853281,126.01552534191877,35.99920507853281,126.01970989191878,5,0.26
22,2024-06-01 14:01:29,35.99987755853281,125.97986176191878,36.000795888532814,125.98231953191878,5,0.16
23,2024-06-01 14:01:35,35.99107378853281,126.02258034191878,35.98666253853281,126.01749299191877,10,0.33
24,2024-06-01 14:01:39,35.99296227853281,126.01255342191878,35.99041622853281,126.01578677191878,15,0.28
25,2024-06-01 14:01:39,35.99998902853281,126.00041544191878,36.00318047853281,125.99245741191878,10,0.14
26,2024-06-01 14:01:53,35.98579612853281,125.99444416191878,35.99305855853281,125.98996680191878,15,0.3
27,2024-06-01 14:01:59,36.02631951853281,126.01219140191878,36.02325003853281,126.01802779191878,15,0.13
28,2024-06-01 14:02:05,35.99748912853281,125.98991646191878,36.00182463853281,125.98855901191878,15,0.15
29,2024-06-01 14:02:06,36.03201294853281,125.99283189191878,36.02446915853281,125.99320855191878,10,0.14
30,2024-06-01 14:02:12,35.99312893853281,126.01308114191878,35.99139919853281,126.00270942191878,25,0.15
